AnimalID,Name_Provided,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome
A796592,Yes,2019-06-03 12:55:00,Austin (TX),Stray,Normal,Cat,Neutered Male,730,Pure Breed,Dark,2019-06-22 16:34:00,2017-06-03 00:00:00,Neutered Male,749,0
A712207,Yes,2015-09-19 12:11:00,Austin (TX),Stray,Injured,Dog,Neutered Male,1562,Mixed Breed,Light,2015-09-22 12:21:00,2011-06-10 00:00:00,Neutered Male,1565,0
A766768,No,2018-02-16 11:36:00,Austin (TX),Stray,Normal,Cat,Unknown,184,Mixed Breed,Light,2018-02-20 00:00:00,2017-08-16 00:00:00,Unknown,188,0
A708671,No,2015-07-30 11:34:00,Austin (TX),Stray,Normal,Dog,Intact Male,69,Pure Breed,Light,2015-08-03 17:03:00,2015-05-22 00:00:00,Neutered Male,73,0
A735338,No,2016-09-22 14:38:00,Leander (TX),Stray,Normal,Cat,Unknown,7,Mixed Breed,Light,2016-09-22 18:47:00,2016-09-15 00:00:00,Unknown,7,0
A781019,Yes,2018-11-13 18:47:00,Austin (TX),Public Assist,Normal,Dog,Spayed Female,1140,Mixed Breed,Light,2018-12-09 11:36:00,2015-09-30 00:00:00,Spayed Female,1166,0
A789353,No,2019-02-20 11:16:00,Austin (TX),Stray,Normal,Cat,Spayed Female,3652,Mixed Breed,Light,2019-03-08 14:07:00,2009-02-20 00:00:00,Spayed Female,3668,0
A810391,Yes,2019-12-12 15:26:00,Travis (TX),Stray,Normal,Dog,Intact Female,730,Pure Breed,Light,2019-12-12 16:33:00,2017-12-12 00:00:00,Intact Female,730,0
A807257,No,2019-10-23 07:31:00,Austin (TX),Stray,Sick,Cat,Intact Female,15,Pure Breed,Dark,2019-10-23 11:26:00,2019-10-08 00:00:00,Intact Female,15,0
A681405,Yes,2014-06-16 11:22:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,92,Mixed Breed,Dark,2014-06-24 14:00:00,2014-03-16 00:00:00,Neutered Male,100,0
A684569,Yes,2014-07-25 15:11:00,Austin (TX),Stray,Normal,Dog,Intact Female,1778,Mixed Breed,Dark,2015-01-08 14:12:00,2009-09-11 00:00:00,Spayed Female,1945,0
A704326,Yes,2015-08-11 13:05:00,Austin (TX),Stray,Normal,Cat,Neutered Male,105,Mixed Breed,Light,2015-08-11 16:55:00,2015-04-28 00:00:00,Neutered Male,105,0
A714012,No,2015-10-16 16:55:00,Austin (TX),Stray,Normal,Cat,Unknown,730,Mixed Breed,Dark,2015-10-17 09:00:00,2013-10-16 00:00:00,Unknown,731,0
A777409,Yes,2018-07-28 13:13:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2555,Pure Breed,Light,2018-10-06 17:22:00,2011-07-30 00:00:00,Spayed Female,2625,0
A705985,No,2015-06-23 11:49:00,Austin (TX),Stray,Sick,Cat,Intact Male,61,Mixed Breed,Dark,2015-06-23 13:33:00,2015-04-23 00:00:00,Intact Male,61,1
A687082,No,2014-08-31 10:14:00,Austin (TX),Stray,Sick,Cat,Intact Female,122,Mixed Breed,Dark,2014-09-01 17:04:00,2014-05-01 00:00:00,Intact Female,123,1
A671390,Yes,2014-01-23 13:07:00,Travis (TX),Public Assist,Normal,Cat,Spayed Female,731,Mixed Breed,Dark,2014-02-03 18:40:00,2012-01-23 00:00:00,Spayed Female,742,0
A527951,Yes,2017-05-27 12:57:00,Austin (TX),Stray,Normal,Dog,Spayed Female,3547,Pure Breed,Dark,2017-05-28 11:53:00,2007-09-10 00:00:00,Spayed Female,3548,0
A694545,Yes,2014-12-30 13:06:00,Austin (TX),Stray,Normal,Dog,Intact Male,365,Mixed Breed,Light,2015-03-05 13:35:00,2013-12-30 00:00:00,Neutered Male,430,0
A776175,Yes,2018-07-09 18:55:00,Travis (TX),Stray,Normal,Dog,Intact Female,365,Pure Breed,Light,2018-12-15 12:14:00,2017-07-09 00:00:00,Spayed Female,524,0
A701868,No,2015-05-05 14:55:00,Austin (TX),Wildlife,Normal,Other,Unknown,5,Pure Breed,Light,2015-05-05 15:34:00,2015-04-30 00:00:00,Unknown,5,1
A354725,Yes,2015-08-26 11:51:00,Austin (TX),Stray,Normal,Dog,Spayed Female,4318,Pure Breed,Dark,2015-08-29 15:17:00,2003-10-30 00:00:00,Spayed Female,4321,0
A791673,No,2019-03-29 15:41:00,Austin (TX),Stray,Injured,Dog,Intact Male,365,Mixed Breed,Light,2019-03-30 10:01:00,2018-03-29 00:00:00,Intact Male,366,1
A709580,Yes,2015-08-10 22:06:00,Austin (TX),Public Assist,Normal,Dog,Neutered Male,6208,Pure Breed,Dark,2015-08-11 16:26:00,1998-08-11 00:00:00,Neutered Male,6209,0
A680166,No,2014-05-30 13:49:00,Austin (TX),Stray,Normal,Cat,Intact Male,22,Mixed Breed,Dark,2014-05-30 14:38:00,2014-05-08 00:00:00,Intact Male,22,0
A715624,Yes,2015-11-06 18:39:00,Austin (TX),Stray,Normal,Dog,Intact Female,4748,Pure Breed,Light,2015-11-10 16:25:00,2002-11-06 00:00:00,Intact Female,4752,0
A734885,Yes,2016-09-14 18:18:00,Austin (TX),Stray,Normal,Dog,Spayed Female,729,Mixed Breed,Light,2016-09-18 12:50:00,2014-09-16 00:00:00,Spayed Female,733,0
A728841,Yes,2016-06-09 12:45:00,Austin (TX),Stray,Normal,Dog,Intact Male,366,Mixed Breed,Dark,2016-06-16 18:43:00,2015-06-09 00:00:00,Neutered Male,373,0
A773223,Yes,2018-05-29 13:26:00,Manor (TX),Stray,Normal,Dog,Intact Female,2,Mixed Breed,Dark,2018-07-18 17:02:00,2018-05-27 00:00:00,Intact Female,52,0
A680489,Yes,2014-06-03 14:35:00,Austin (TX),Stray,Normal,Cat,Intact Female,76,Mixed Breed,Dark,2014-07-12 16:14:00,2014-03-19 00:00:00,Spayed Female,115,0
A812468,No,2020-01-23 11:28:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,38,Pure Breed,Light,2020-01-27 13:32:00,2019-12-16 00:00:00,Intact Male,42,0
A701454,Yes,2017-05-03 16:50:00,Austin (TX),Stray,Normal,Dog,Spayed Female,2196,Mixed Breed,Light,2017-05-04 16:12:00,2011-04-29 00:00:00,Spayed Female,2197,0
A526257,Yes,2015-10-30 11:42:00,Austin (TX),Stray,Normal,Dog,Neutered Male,3108,Mixed Breed,Light,2015-10-31 11:13:00,2007-04-27 00:00:00,Neutered Male,3109,0
A812183,No,2020-01-17 12:52:00,Austin (TX),Stray,Normal,Dog,Intact Female,168,Pure Breed,Light,2020-01-25 18:38:00,2019-08-02 00:00:00,Spayed Female,176,0
A790216,Yes,2019-03-06 15:18:00,Austin (TX),Stray,Normal,Dog,Intact Male,383,Mixed Breed,Dark,2019-03-21 16:52:00,2018-02-16 00:00:00,Neutered Male,398,0
A752244,Yes,2017-06-27 19:09:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,1096,Mixed Breed,Light,2017-06-28 15:42:00,2014-06-27 00:00:00,Intact Male,1097,0
A771100,No,2018-04-30 14:10:00,Austin (TX),Stray,Normal,Cat,Intact Male,45,Mixed Breed,Light,2018-06-27 12:44:00,2018-03-16 00:00:00,Neutered Male,103,0
A721642,No,2016-03-01 16:56:00,Austin (TX),Stray,Normal,Cat,Intact Female,22,Mixed Breed,Dark,2016-03-02 09:48:00,2016-02-08 00:00:00,Intact Female,23,1
A700164,Yes,2015-04-09 10:27:00,Austin (TX),Stray,Injured,Dog,Spayed Female,730,Mixed Breed,Dark,2015-04-30 11:40:00,2013-04-09 00:00:00,Spayed Female,751,0
A712903,No,2015-09-29 18:00:00,Austin (TX),Stray,Normal,Cat,Intact Male,7,Mixed Breed,Dark,2015-09-29 19:01:00,2015-09-22 00:00:00,Intact Male,7,0
A699839,Yes,2015-04-03 09:19:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2556,Mixed Breed,Light,2015-04-05 13:35:00,2008-04-03 00:00:00,Spayed Female,2558,0
A782380,Yes,2018-10-14 12:40:00,Austin (TX),Owner Surrender,Nursing,Cat,Intact Female,913,Mixed Breed,Dark,2018-10-17 16:08:00,2016-04-14 00:00:00,Intact Female,916,0
A704769,Yes,2015-06-08 18:58:00,Manor (TX),Owner Surrender,Normal,Cat,Intact Female,365,Mixed Breed,Dark,2015-06-17 11:50:00,2014-06-08 00:00:00,Spayed Female,374,0
A804219,Yes,2019-09-11 19:11:00,Travis (TX),Stray,Normal,Dog,Intact Male,365,Pure Breed,Dark,2019-09-12 15:54:00,2018-09-11 00:00:00,Intact Male,366,0
A730229,No,2016-06-30 14:40:00,Austin (TX),Stray,Normal,Cat,Unknown,5,Mixed Breed,Light,2016-06-30 16:12:00,2016-06-25 00:00:00,Unknown,5,0
A727078,Yes,2016-06-02 14:49:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3658,Mixed Breed,Dark,2016-07-22 18:56:00,2006-05-28 00:00:00,Neutered Male,3708,0
A778036,Yes,2018-08-07 15:01:00,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,730,Mixed Breed,Dark,2018-08-15 18:10:00,2016-08-07 00:00:00,Neutered Male,738,0
A766503,Yes,2018-02-10 14:27:00,Austin (TX),Stray,Normal,Dog,Intact Male,549,Mixed Breed,Light,2018-02-11 16:23:00,2016-08-10 00:00:00,Neutered Male,550,0
A802044,Yes,2019-09-25 13:39:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,773,Pure Breed,Light,2019-10-16 17:44:00,2017-08-13 00:00:00,Neutered Male,794,0
A746158,Yes,2017-03-29 13:38:00,Austin (TX),Stray,Normal,Dog,Intact Female,66,Pure Breed,Light,2017-04-04 16:30:00,2017-01-22 00:00:00,Spayed Female,72,0
A795263,No,2019-05-18 14:44:00,Austin (TX),Stray,Normal,Cat,Unknown,15,Pure Breed,Light,2019-05-18 15:19:00,2019-05-03 00:00:00,Unknown,15,0
A680761,Yes,2014-06-07 14:12:00,Austin (TX),Public Assist,Normal,Dog,Neutered Male,1461,Mixed Breed,Light,2014-06-10 15:13:00,2010-06-07 00:00:00,Neutered Male,1464,0
A690150,Yes,2014-10-15 07:41:00,Austin (TX),Stray,Normal,Cat,Neutered Male,4018,Mixed Breed,Light,2014-10-21 13:39:00,2003-10-15 00:00:00,Neutered Male,4024,0
A664382,Yes,2013-10-02 17:54:00,Travis (TX),Stray,Normal,Dog,Intact Female,183,Mixed Breed,Dark,2013-10-07 17:52:00,2013-04-02 00:00:00,Spayed Female,188,0
A776499,No,2018-07-14 15:50:00,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,3652,Mixed Breed,Dark,2018-07-14 16:46:00,2008-07-14 00:00:00,Neutered Male,3652,1
A691427,No,2014-11-04 12:10:00,Austin (TX),Stray,Normal,Cat,Intact Female,365,Mixed Breed,Light,2014-11-05 09:00:00,2013-11-04 00:00:00,Intact Female,366,0
A695175,Yes,2015-01-10 14:49:00,Austin (TX),Public Assist,Normal,Dog,Spayed Female,1822,Mixed Breed,Dark,2015-01-14 13:37:00,2010-01-14 00:00:00,Spayed Female,1826,0
A795434,Yes,2019-05-20 15:21:00,Manor (TX),Stray,Nursing,Cat,Intact Male,10,Pure Breed,Dark,2019-08-19 14:29:00,2019-05-10 00:00:00,Neutered Male,101,0
A779524,Yes,2018-09-02 11:20:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,243,Mixed Breed,Dark,2018-09-03 13:52:00,2018-01-02 00:00:00,Spayed Female,244,0
A761553,Yes,2017-11-06 16:53:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,214,Mixed Breed,Light,2017-11-08 17:23:00,2017-04-06 00:00:00,Neutered Male,216,0
A726384,Yes,2016-05-10 12:50:00,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,30,Mixed Breed,Light,2016-06-25 18:28:00,2016-04-10 00:00:00,Spayed Female,76,0
A738572,Yes,2016-11-17 17:00:00,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Male,2922,Pure Breed,Light,2016-12-16 12:30:00,2008-11-17 00:00:00,Neutered Male,2951,0
A727849,Yes,2016-05-26 16:33:00,Austin (TX),Stray,Normal,Dog,Intact Female,731,Mixed Breed,Dark,2016-05-26 18:39:00,2014-05-26 00:00:00,Intact Female,731,0
A760159,No,2017-10-13 15:18:00,Austin (TX),Stray,Normal,Dog,Intact Female,214,Mixed Breed,Light,2017-10-19 16:59:00,2017-03-13 00:00:00,Spayed Female,220,0
A674800,No,2014-03-18 14:28:00,Austin (TX),Stray,Normal,Cat,Intact Female,181,Mixed Breed,Dark,2014-03-22 13:08:00,2013-09-18 00:00:00,Intact Female,185,0
A706577,No,2015-06-30 16:36:00,Del Valle (TX),Stray,Normal,Dog,Intact Female,3286,Mixed Breed,Dark,2015-07-04 13:58:00,2006-07-01 00:00:00,Intact Female,3290,1
A808587,Yes,2019-11-10 17:27:00,Travis (TX),Stray,Normal,Dog,Intact Female,730,Pure Breed,Light,2019-11-16 18:05:00,2017-11-10 00:00:00,Spayed Female,736,0
A735264,Yes,2016-12-07 14:01:00,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,139,Pure Breed,Dark,2016-12-07 17:59:00,2016-07-21 00:00:00,Spayed Female,139,0
A676225,Yes,2014-04-06 13:26:00,Austin (TX),Stray,Normal,Cat,Spayed Female,730,Mixed Breed,Light,2014-05-05 12:32:00,2012-04-06 00:00:00,Spayed Female,759,0
A769623,Yes,2018-04-07 13:32:00,Travis (TX),Stray,Normal,Other,Intact Male,365,Mixed Breed,Light,2018-06-11 11:29:00,2017-04-07 00:00:00,Neutered Male,430,0
A747483,Yes,2017-04-20 12:03:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,182,Mixed Breed,Dark,2017-04-23 15:03:00,2016-10-20 00:00:00,Spayed Female,185,0
A794532,Yes,2019-05-09 13:58:00,Austin (TX),Stray,Normal,Dog,Intact Male,273,Pure Breed,Light,2019-05-09 18:22:00,2018-08-09 00:00:00,Intact Male,273,0
A717194,Yes,2017-06-01 13:33:00,Austin (TX),Stray,Normal,Dog,Intact Female,1276,Pure Breed,Light,2017-06-09 15:27:00,2013-12-03 00:00:00,Spayed Female,1284,0
A773939,Yes,2018-09-09 17:08:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,824,Mixed Breed,Light,2019-11-29 14:47:00,2016-06-07 00:00:00,Neutered Male,1270,0
A710274,No,2015-10-22 11:12:00,Austin (TX),Stray,Normal,Cat,Spayed Female,185,Mixed Breed,Light,2015-10-23 09:00:00,2015-04-20 00:00:00,Spayed Female,186,0
A759197,Yes,2017-09-28 15:54:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4748,Pure Breed,Dark,2017-10-23 16:58:00,2004-09-28 00:00:00,Spayed Female,4773,1
A677652,Yes,2014-04-27 13:33:00,Austin (TX),Stray,Normal,Cat,Intact Female,22,Mixed Breed,Dark,2014-06-23 20:20:00,2014-04-05 00:00:00,Spayed Female,79,0
A777441,Yes,2019-09-16 11:40:00,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,780,Mixed Breed,Dark,2019-09-29 15:33:00,2017-07-28 00:00:00,Neutered Male,793,0
A690740,Yes,2016-07-05 09:27:00,Austin (TX),Stray,Normal,Dog,Intact Male,712,Mixed Breed,Light,2016-07-10 15:19:00,2014-07-24 00:00:00,Neutered Male,717,0
A776039,Yes,2018-07-08 10:25:00,Austin (TX),Stray,Normal,Cat,Intact Male,83,Mixed Breed,Light,2018-07-12 16:41:00,2018-04-16 00:00:00,Neutered Male,87,0
A767804,Yes,2018-03-20 17:08:00,Austin (TX),Stray,Normal,Dog,Intact Female,973,Mixed Breed,Dark,2018-08-08 00:00:00,2015-07-21 00:00:00,Spayed Female,1114,0
A773279,Yes,2018-05-29 17:52:00,Austin (TX),Stray,Normal,Cat,Intact Male,17,Mixed Breed,Dark,2018-05-31 15:01:00,2018-05-12 00:00:00,Intact Male,19,0
A765312,Yes,2018-01-17 15:21:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,973,Mixed Breed,Light,2018-01-23 13:05:00,2015-05-20 00:00:00,Spayed Female,979,0
A689270,Yes,2014-10-01 15:26:00,Austin (TX),Stray,Normal,Dog,Intact Male,365,Pure Breed,Dark,2014-10-10 12:34:00,2013-10-01 00:00:00,Neutered Male,374,0
A711539,No,2015-09-08 14:40:00,Austin (TX),Stray,Normal,Cat,Intact Male,123,Mixed Breed,Dark,2015-09-09 09:00:00,2015-05-08 00:00:00,Intact Male,124,0
A701939,Yes,2015-05-20 15:10:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1840,Mixed Breed,Dark,2015-06-14 13:45:00,2010-05-06 00:00:00,Spayed Female,1865,0
A786249,No,2018-12-20 12:32:00,Austin (TX),Stray,Normal,Cat,Intact Male,730,Mixed Breed,Dark,2018-12-24 10:40:00,2016-12-20 00:00:00,Intact Male,734,0
A686880,No,2014-08-28 12:18:00,Austin (TX),Stray,Normal,Cat,Intact Male,4,Mixed Breed,Dark,2014-08-28 14:06:00,2014-08-24 00:00:00,Intact Male,4,0
A698528,Yes,2015-03-13 12:32:00,Austin (TX),Stray,Normal,Cat,Intact Male,33,Mixed Breed,Dark,2015-04-13 12:17:00,2015-02-08 00:00:00,Neutered Male,64,0
A756348,Yes,2017-08-18 10:52:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Mixed Breed,Light,2017-08-23 00:00:00,2015-08-18 00:00:00,Intact Male,736,0
A685581,No,2014-08-09 14:03:00,Austin (TX),Stray,Normal,Cat,Intact Male,22,Mixed Breed,Dark,2014-08-09 15:58:00,2014-07-18 00:00:00,Intact Male,22,0
A767929,No,2018-03-09 15:33:00,Austin (TX),Wildlife,Normal,Bat,Unknown,365,Mixed Breed,Dark,2018-03-11 10:06:00,2017-03-09 00:00:00,Unknown,367,1
A789424,Yes,2019-02-21 14:39:00,Austin (TX),Stray,Normal,Dog,Intact Male,365,Pure Breed,Dark,2019-03-01 14:46:00,2018-02-21 00:00:00,Intact Male,373,0
A775104,Yes,2018-06-24 14:11:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,31,Mixed Breed,Dark,2018-07-16 16:23:00,2018-05-24 00:00:00,Neutered Male,53,0
A772420,Yes,2018-05-19 13:03:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,76,Mixed Breed,Light,2018-05-21 13:47:00,2018-03-04 00:00:00,Neutered Male,78,0
A708960,No,2015-08-03 12:12:00,Austin (TX),Stray,Normal,Dog,Intact Male,304,Pure Breed,Light,2015-08-07 17:12:00,2014-10-03 00:00:00,Neutered Male,308,0
A752680,Yes,2017-06-26 06:48:00,Austin (TX),Stray,Injured,Cat,Intact Male,31,Mixed Breed,Light,2017-08-21 16:58:00,2017-05-26 00:00:00,Neutered Male,87,0
A699296,Yes,2015-03-25 12:00:00,Austin (TX),Stray,Normal,Dog,Intact Female,365,Mixed Breed,Light,2015-05-10 16:11:00,2014-03-25 00:00:00,Spayed Female,411,0
A676490,Yes,2014-04-10 17:28:00,Travis (TX),Stray,Injured,Dog,Intact Female,547,Mixed Breed,Dark,2014-04-15 14:05:00,2012-10-10 00:00:00,Intact Female,552,0
A711854,Yes,2015-09-12 16:23:00,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,8,Mixed Breed,Dark,2015-11-10 13:57:00,2015-09-04 00:00:00,Spayed Female,67,0
A721323,Yes,2016-02-24 17:07:00,Austin (TX),Stray,Normal,Dog,Neutered Male,914,Mixed Breed,Light,2016-02-28 18:46:00,2013-08-24 00:00:00,Neutered Male,918,0
A750239,No,2017-05-24 15:59:00,Travis (TX),Stray,Normal,Cat,Unknown,3,Mixed Breed,Light,2017-05-27 13:41:00,2017-05-21 00:00:00,Unknown,6,0
A737724,Yes,2016-11-03 12:43:00,Manor (TX),Stray,Normal,Dog,Intact Female,55,Mixed Breed,Light,2016-11-07 18:24:00,2016-09-09 00:00:00,Spayed Female,59,0
A798946,No,2019-07-02 12:58:00,Austin (TX),Stray,Normal,Dog,Intact Female,122,Pure Breed,Light,2019-07-06 18:04:00,2019-03-02 00:00:00,Spayed Female,126,0
A680897,Yes,2014-06-09 15:12:00,Austin (TX),Stray,Normal,Dog,Neutered Male,730,Pure Breed,Light,2019-06-11 21:28:00,2012-06-09 00:00:00,Neutered Male,2558,0
A699046,Yes,2015-03-21 17:03:00,Pflugerville (TX),Stray,Normal,Dog,Intact Female,727,Mixed Breed,Dark,2015-03-24 17:21:00,2013-03-24 00:00:00,Spayed Female,730,0
A726396,Yes,2016-05-10 13:05:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4018,Mixed Breed,Light,2016-06-28 13:36:00,2005-05-10 00:00:00,Neutered Male,4067,0
A664442,Yes,2013-10-03 12:42:00,Austin (TX),Stray,Normal,Cat,Intact Male,52,Mixed Breed,Dark,2013-10-20 16:58:00,2013-08-12 00:00:00,Neutered Male,69,0
A763351,Yes,2017-12-08 11:32:00,Austin (TX),Stray,Normal,Dog,Neutered Male,2192,Pure Breed,Dark,2017-12-08 13:41:00,2011-12-08 00:00:00,Neutered Male,2192,0
A728119,Yes,2016-05-31 11:00:00,Austin (TX),Stray,Normal,Cat,Intact Female,30,Mixed Breed,Light,2016-07-12 08:39:00,2016-05-01 00:00:00,Spayed Female,72,0
A243903,Yes,2013-12-31 16:26:00,Austin (TX),Stray,Sick,Cat,Neutered Male,4920,Pure Breed,Dark,2014-01-05 11:45:00,2000-07-12 00:00:00,Neutered Male,4925,0
A804079,Yes,2019-09-10 12:58:00,Austin (TX),Stray,Normal,Cat,Intact Female,62,Pure Breed,Dark,2019-12-13 12:45:00,2019-07-10 00:00:00,Spayed Female,156,0
A804904,Yes,2019-12-14 13:07:00,Round Rock (TX),Owner Surrender,Normal,Dog,Neutered Male,450,Pure Breed,Light,2019-12-31 17:22:00,2018-09-20 00:00:00,Neutered Male,467,0
A780443,Yes,2018-09-15 10:00:00,Austin (TX),Stray,Injured,Cat,Spayed Female,2486,Mixed Breed,Dark,2018-09-24 14:51:00,2011-11-25 00:00:00,Spayed Female,2495,0
A743308,No,2017-02-08 07:14:00,Austin (TX),Stray,Injured,Dog,Intact Female,1096,Mixed Breed,Light,2017-02-25 13:05:00,2014-02-08 00:00:00,Intact Female,1113,1
A703722,Yes,2015-05-28 11:50:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,147,Pure Breed,Light,2015-06-05 15:40:00,2015-01-01 00:00:00,Neutered Male,155,0
A770874,Yes,2018-04-26 15:51:00,Lago Vista (TX),Stray,Normal,Dog,Intact Male,2191,Pure Breed,Dark,2018-05-19 12:59:00,2012-04-26 00:00:00,Neutered Male,2214,0
A756896,Yes,2017-08-27 11:53:00,Austin (TX),Stray,Normal,Dog,Intact Female,61,Mixed Breed,Light,2017-08-27 17:09:00,2017-06-27 00:00:00,Intact Female,61,0
A796342,Yes,2019-05-31 14:20:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,55,Mixed Breed,Dark,2019-06-06 17:25:00,2019-04-06 00:00:00,Spayed Female,61,0
A808226,No,2019-11-06 11:24:00,Austin (TX),Stray,Normal,Cat,Intact Female,37,Pure Breed,Dark,2019-11-09 17:46:00,2019-09-30 00:00:00,Intact Female,40,0
A729989,Yes,2016-06-26 18:19:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Mixed Breed,Light,2016-07-01 12:28:00,2014-06-26 00:00:00,Intact Male,736,0
A797910,Yes,2019-06-19 12:41:00,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,73,Pure Breed,Light,2019-06-19 14:53:00,2019-04-07 00:00:00,Intact Male,73,0
A690488,No,2014-10-21 14:19:00,Austin (TX),Stray,Normal,Cat,Intact Male,1096,Mixed Breed,Dark,2014-10-22 09:00:00,2011-10-21 00:00:00,Intact Male,1097,0
A664474,Yes,2013-10-04 09:53:00,Austin (TX),Stray,Normal,Cat,Intact Male,37,Mixed Breed,Dark,2014-01-09 08:06:00,2013-08-28 00:00:00,Neutered Male,134,0
A778311,No,2018-08-12 10:21:00,Pflugerville (TX),Stray,Normal,Cat,Intact Female,1826,Mixed Breed,Dark,2018-08-16 13:46:00,2013-08-12 00:00:00,Intact Female,1830,0
A717799,Yes,2015-12-15 15:20:00,Pflugerville (TX),Stray,Normal,Dog,Intact Female,1095,Mixed Breed,Light,2016-01-07 12:45:00,2012-12-15 00:00:00,Intact Female,1118,0
A785804,No,2018-12-10 12:46:00,Austin (TX),Stray,Normal,Cat,Intact Female,183,Mixed Breed,Dark,2018-12-16 18:03:00,2018-06-10 00:00:00,Spayed Female,189,0
A805065,Yes,2019-09-21 21:14:00,Travis (TX),Stray,Normal,Dog,Intact Female,730,Pure Breed,Dark,2019-12-28 17:04:00,2017-09-21 00:00:00,Spayed Female,828,0
A733659,Yes,2016-08-25 12:15:00,Travis (TX),Stray,Normal,Cat,Intact Male,47,Mixed Breed,Dark,2016-09-03 14:33:00,2016-07-09 00:00:00,Intact Male,56,0
A533795,Yes,2016-02-27 17:38:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2774,Pure Breed,Dark,2016-03-13 14:35:00,2008-07-24 00:00:00,Spayed Female,2789,0
A807625,No,2019-10-27 16:00:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,52,Pure Breed,Light,2019-11-01 17:49:00,2019-09-05 00:00:00,Neutered Male,57,0
A748827,No,2017-05-07 15:10:00,Austin (TX),Stray,Nursing,Cat,Unknown,6,Mixed Breed,Dark,2017-05-08 09:29:00,2017-05-01 00:00:00,Unknown,7,0
A692828,Yes,2014-11-26 11:09:00,Austin (TX),Stray,Normal,Dog,Intact Female,245,Mixed Breed,Dark,2014-12-01 18:46:00,2014-03-26 00:00:00,Spayed Female,250,0
A733837,Yes,2016-08-27 17:52:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,458,Mixed Breed,Dark,2016-09-07 15:50:00,2015-05-27 00:00:00,Intact Male,469,0
A763036,Yes,2017-12-01 17:02:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,25,Mixed Breed,Dark,2018-01-28 19:08:00,2017-11-06 00:00:00,Neutered Male,83,0
A790557,Yes,2019-03-12 13:35:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1461,Mixed Breed,Dark,2019-03-27 12:05:00,2015-03-12 00:00:00,Spayed Female,1476,0
A770918,Yes,2018-04-27 11:41:00,Austin (TX),Stray,Normal,Dog,Intact Male,151,Mixed Breed,Light,2018-05-02 17:27:00,2017-11-27 00:00:00,Neutered Male,156,0
A683675,Yes,2014-12-17 17:03:00,Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,887,Mixed Breed,Dark,2014-12-23 14:56:00,2012-07-13 00:00:00,Neutered Male,893,0
A779580,Yes,2018-09-03 11:43:00,Austin (TX),Stray,Normal,Dog,Intact Male,304,Mixed Breed,Light,2018-09-11 12:26:00,2017-11-03 00:00:00,Neutered Male,312,0
A715143,No,2015-11-01 02:09:00,Austin (TX),Wildlife,Normal,Bat,Unknown,31,Pure Breed,Dark,2015-11-01 10:38:00,2015-10-01 00:00:00,Unknown,31,1
A745603,No,2017-03-20 21:49:00,Austin (TX),Wildlife,Normal,Bat,Unknown,365,Mixed Breed,Dark,2017-03-21 07:48:00,2016-03-20 00:00:00,Unknown,366,1
A806995,Yes,2019-10-25 18:22:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,98,Pure Breed,Light,2019-10-26 16:08:00,2019-07-19 00:00:00,Spayed Female,99,0
