AnimalID,Name_Provided,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome,ColorOriginal,BreedOriginal,percent,SexKnown,CatOrDog,AgeIntake_bins,SickOrInjured
A814606,No,2020-03-02 18:37:00,Travis (TX),Stray,Normal,Dog,Intact Female,13,Pure Breed,Dark,2020-03-12 13:17:00,2020-02-18 00:00:00,Intact Female,23,0.0,Brown Brindle/White,Labrador Retriever,0.11655011655011654,1,1,"(-1.001, 50.4]",0
A814605,No,2020-03-02 18:37:00,Travis (TX),Stray,Normal,Dog,Intact Male,13,Pure Breed,Dark,2020-03-12 13:17:00,2020-02-18 00:00:00,Intact Male,23,0.0,Black/White,Labrador Retriever,0.11655011655011654,1,1,"(-1.001, 50.4]",0
A814604,Yes,2020-03-02 18:37:00,Travis (TX),Stray,Normal,Dog,Intact Female,547,Pure Breed,Dark,2020-03-12 13:16:00,2018-09-02 00:00:00,Intact Female,557,0.0,Black/White,Labrador Retriever,0.11655011655011654,1,1,"(366.0, 730.0]",0
A814602,No,2020-03-02 17:34:00,Austin (TX),Stray,Normal,Dog,Intact Male,3653,Mixed Breed,Dark,2020-03-06 12:18:00,2010-03-02 00:00:00,Intact Male,3657,0.0,Black/Brown,Chihuahua Shorthair Mix,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814592,Yes,2020-03-02 16:34:00,Austin (TX),Stray,Normal,Dog,Intact Female,75,Pure Breed,Light,2020-03-06 17:06:00,2019-12-18 00:00:00,Spayed Female,79,0.0,Buff,Miniature Schnauzer/Cocker Spaniel,0.11655011655011654,1,1,"(50.4, 76.0]",0
A814586,Yes,2020-03-02 16:02:00,Travis (TX),Stray,Normal,Dog,Intact Female,121,Mixed Breed,Light,2020-03-15 14:59:00,2019-11-02 00:00:00,Spayed Female,134,0.0,White/Black,German Shepherd Mix,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814585,Yes,2020-03-09 12:13:00,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,738,Pure Breed,Light,2020-03-12 17:07:00,2018-03-02 00:00:00,Neutered Male,741,0.0,Red/White,Labrador Retriever,0.11655011655011654,1,1,"(731.0, 1095.0]",0
A814583,No,2020-03-02 16:02:00,Travis (TX),Stray,Normal,Dog,Intact Female,75,Mixed Breed,Dark,2020-03-07 19:12:00,2019-12-18 00:00:00,Spayed Female,80,0.0,Brown/Black,German Shepherd Mix,0.11655011655011654,1,1,"(50.4, 76.0]",0
A814581,Yes,2020-03-02 15:19:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Pure Breed,Light,2020-03-18 11:38:00,2018-03-02 00:00:00,Neutered Male,747,0.0,Tricolor,Chihuahua Shorthair,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814579,Yes,2020-03-02 15:19:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Pure Breed,Light,2020-03-18 11:38:00,2018-03-02 00:00:00,Neutered Male,747,0.0,Tricolor,Chihuahua Shorthair,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814576,Yes,2020-03-06 12:56:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,425,Pure Breed,Dark,2020-03-13 11:18:00,2019-01-06 00:00:00,Intact Male,432,0.0,Brown/Black,German Shepherd,0.11655011655011654,1,1,"(366.0, 730.0]",0
A814575,Yes,2020-03-02 14:30:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2192,Pure Breed,Light,2020-03-16 16:53:00,2014-03-02 00:00:00,Neutered Male,2206,0.0,White,Great Pyrenees,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814574,Yes,2020-03-02 14:30:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2192,Mixed Breed,Light,2020-03-10 14:17:00,2014-03-02 00:00:00,Intact Female,2200,0.0,White/Black,Boxer Mix,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814573,Yes,2020-03-02 14:20:00,Austin (TX),Stray,Normal,Other,Intact Male,1827,Pure Breed,Dark,2020-03-02 18:37:00,2015-03-02 00:00:00,Intact Male,1827,0.0,Brown,Tortoise,0.11655011655011654,1,0,"(1654.2, 5478.0]",0
A814571,Yes,2020-03-02 13:57:00,Austin (TX),Stray,Normal,Dog,Intact Female,121,Pure Breed,Light,2020-03-25 11:50:00,2019-11-02 00:00:00,Spayed Female,144,0.0,Red,Redbone Hound,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814570,Yes,2020-03-02 13:45:00,Austin (TX),Stray,Normal,Dog,Intact Male,244,Pure Breed,Dark,2020-03-17 14:10:00,2019-07-02 00:00:00,Neutered Male,259,0.0,Black/Tan,Labrador Retriever,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814566,No,2020-03-02 13:05:00,Austin (TX),Abandoned,Sick,Dog,Neutered Male,731,Pure Breed,Light,2020-03-06 16:25:00,2018-03-02 00:00:00,Neutered Male,735,1.0,White/Brown,Siberian Husky,0.7042253521126761,1,1,"(730.0, 731.0]",1
A814563,Yes,2020-03-02 12:42:00,Austin (TX),Owner Surrender,Normal,Other,Unknown,182,Mixed Breed,Dark,2020-03-19 18:00:00,2019-09-02 00:00:00,Unknown,199,0.0,Brown,Rabbit Sh Mix,0.11655011655011654,0,0,"(155.0, 365.0]",0
A814562,Yes,2020-03-02 12:42:00,Austin (TX),Owner Surrender,Normal,Other,Unknown,182,Mixed Breed,Light,2020-03-19 18:00:00,2019-09-02 00:00:00,Unknown,199,0.0,White/Brown,Rabbit Sh Mix,0.11655011655011654,0,0,"(155.0, 365.0]",0
A814561,Yes,2020-03-02 12:15:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2192,Pure Breed,Light,2020-03-08 19:18:00,2014-03-02 00:00:00,Spayed Female,2198,0.0,White/Blue,Pit Bull,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814556,Yes,2020-03-02 12:02:00,Austin (TX),Stray,Normal,Dog,Intact Female,731,Pure Breed,Dark,2020-03-14 17:14:00,2018-03-02 00:00:00,Spayed Female,743,0.0,Brown Brindle/Black,Pit Bull,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814555,Yes,2020-03-02 11:57:00,Austin (TX),Stray,Normal,Dog,Intact Male,1096,Pure Breed,Light,2020-03-10 17:22:00,2017-03-02 00:00:00,Neutered Male,1104,0.0,Tan/White,Pit Bull,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A814554,Yes,2020-03-02 11:57:00,Austin (TX),Stray,Normal,Dog,Intact Male,366,Pure Breed,Dark,2020-03-12 12:11:00,2019-03-02 00:00:00,Neutered Male,376,0.0,Black/Tan,German Shepherd/Australian Cattle Dog,0.11655011655011654,1,1,"(365.0, 366.0]",0
A814552,Yes,2020-03-02 11:47:00,Austin (TX),Stray,Normal,Dog,Intact Male,1096,Pure Breed,Light,2020-03-09 17:48:00,2017-03-02 00:00:00,Neutered Male,1103,0.0,White/Blue,Pit Bull,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A814549,Yes,2020-03-11 16:53:00,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,253,Pure Breed,Light,2020-03-13 11:50:00,2019-07-02 00:00:00,Spayed Female,255,0.0,Tan/Black,German Shepherd,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814548,Yes,2020-03-02 11:10:00,Austin (TX),Stray,Normal,Dog,Intact Male,121,Pure Breed,Dark,2020-03-09 15:39:00,2019-11-02 00:00:00,Neutered Male,128,0.0,Black/White,Pit Bull/Catahoula,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814547,No,2020-03-02 11:14:00,Austin (TX),Wildlife,Normal,Bat,Unknown,731,Pure Breed,Dark,2020-03-02 11:23:00,2018-03-02 00:00:00,Unknown,731,1.0,Brown,Bat,0.11655011655011654,0,0,"(730.0, 731.0]",0
A814546,No,2020-03-02 11:01:00,Austin (TX),Wildlife,Normal,Bat,Unknown,731,Pure Breed,Dark,2020-03-02 11:10:00,2018-03-02 00:00:00,Unknown,731,1.0,Brown,Bat,0.11655011655011654,0,0,"(730.0, 731.0]",0
A814544,No,2020-03-02 10:46:00,Pflugerville (TX),Wildlife,Normal,Bat,Unknown,731,Pure Breed,Dark,2020-03-02 11:03:00,2018-03-02 00:00:00,Unknown,731,1.0,Brown,Bat,0.11655011655011654,0,0,"(730.0, 731.0]",0
A814542,Yes,2020-03-02 17:54:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,2557,Pure Breed,Dark,2020-03-13 18:45:00,2013-03-02 00:00:00,Neutered Male,2568,0.0,Black/White,English Bulldog,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814541,No,2020-03-02 12:33:00,Austin (TX),Wildlife,Injured,Other,Unknown,731,Pure Breed,Dark,2020-03-04 09:28:00,2018-03-02 00:00:00,Unknown,733,1.0,Brown,Fox,0.7042253521126761,0,0,"(730.0, 731.0]",1
A814535,No,2020-03-02 08:06:00,Austin (TX),Stray,Injured,Cat,Spayed Female,2922,Pure Breed,Dark,2020-03-02 10:59:00,2012-03-02 00:00:00,Spayed Female,2922,1.0,Black,Domestic Shorthair,0.7042253521126761,1,1,"(1654.2, 5478.0]",1
A814534,No,2020-03-02 07:56:00,Austin (TX),Stray,Injured,Cat,Intact Male,1096,Pure Breed,Light,2020-03-02 10:58:00,2017-03-02 00:00:00,Intact Male,1096,1.0,Gray/White,Domestic Shorthair,0.7042253521126761,1,1,"(1095.0, 1654.2]",1
A814531,No,2020-03-01 22:26:00,Pflugerville (TX),Wildlife,Injured,Bat,Unknown,366,Pure Breed,Dark,2020-03-02 11:41:00,2019-03-01 00:00:00,Unknown,367,1.0,Brown,Bat,0.7042253521126761,0,0,"(365.0, 366.0]",1
A814530,No,2020-03-01 22:59:00,Austin (TX),Wildlife,Injured,Other,Unknown,366,Pure Breed,Dark,2020-03-02 11:40:00,2019-03-01 00:00:00,Unknown,367,1.0,Brown,Raccoon,0.7042253521126761,0,0,"(365.0, 366.0]",1
A814528,No,2020-03-01 16:57:00,Austin (TX),Stray,Normal,Dog,Intact Female,274,Pure Breed,Light,2020-03-05 11:58:00,2019-06-01 00:00:00,Intact Female,278,0.0,Fawn,Pug,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814527,Yes,2020-03-01 16:57:00,Austin (TX),Stray,Normal,Dog,Neutered Male,366,Mixed Breed,Dark,2020-03-07 16:57:00,2019-03-01 00:00:00,Neutered Male,372,0.0,Brown/Black,German Shepherd Mix,0.11655011655011654,1,1,"(365.0, 366.0]",0
A814526,Yes,2020-03-01 16:41:00,Austin (TX),Stray,Normal,Dog,Intact Female,366,Mixed Breed,Dark,2020-03-10 14:17:00,2019-03-01 00:00:00,Intact Female,375,0.0,Chocolate/White,Pit Bull Mix,0.11655011655011654,1,1,"(365.0, 366.0]",0
A814521,Yes,2020-03-01 15:43:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Mixed Breed,Dark,2020-03-02 17:31:00,2018-03-01 00:00:00,Intact Male,732,0.0,Brown/Black,German Shepherd Mix,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814518,Yes,2020-03-01 14:53:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Pure Breed,Dark,2020-03-21 15:35:00,2018-03-01 00:00:00,Neutered Male,751,0.0,Black/Brown,Chihuahua Shorthair,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814517,Yes,2020-03-01 14:47:00,Austin (TX),Stray,Normal,Dog,Intact Male,731,Pure Breed,Dark,2020-03-05 19:01:00,2018-03-01 00:00:00,Neutered Male,735,0.0,Brown/Black,German Shepherd/Siberian Husky,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814514,Yes,2020-03-01 13:43:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,366,Pure Breed,Dark,2020-03-06 12:18:00,2019-03-01 00:00:00,Neutered Male,371,0.0,Brown Tabby,Domestic Shorthair,0.11655011655011654,1,1,"(365.0, 366.0]",0
A814513,No,2020-03-01 13:16:00,Manor (TX),Stray,Normal,Cat,Intact Female,731,Mixed Breed,Dark,2020-03-05 10:57:00,2018-03-01 00:00:00,Intact Female,735,0.0,Torbie/White,Domestic Shorthair Mix,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814512,No,2020-03-01 13:06:00,Austin (TX),Stray,Normal,Dog,Neutered Male,366,Pure Breed,Light,2020-03-05 17:15:00,2019-03-01 00:00:00,Neutered Male,370,0.0,White,Chihuahua Shorthair,0.11655011655011654,1,1,"(365.0, 366.0]",0
A814511,Yes,2020-03-01 13:01:00,Austin (TX),Stray,Normal,Dog,Intact Male,305,Mixed Breed,Light,2020-03-04 18:46:00,2019-05-01 00:00:00,Intact Male,308,0.0,White/Black,Miniature Poodle Mix,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814509,Yes,2020-03-15 12:21:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2206,Pure Breed,Light,2020-03-17 12:59:00,2014-03-01 00:00:00,Neutered Male,2208,0.0,Tan,Chihuahua Shorthair,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814508,No,2020-03-01 12:44:00,Austin (TX),Wildlife,Sick,Other,Unknown,731,Pure Breed,Dark,2020-03-01 19:18:00,2018-03-01 00:00:00,Unknown,731,1.0,Black/Gray,Raccoon,0.7042253521126761,0,0,"(730.0, 731.0]",1
A814507,Yes,2020-03-01 12:24:00,Manor (TX),Public Assist,Normal,Dog,Intact Female,3653,Mixed Breed,Light,2020-03-11 11:56:00,2010-03-01 00:00:00,Intact Female,3663,0.0,Tricolor,Jack Russell Terrier Mix,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814506,Yes,2020-03-01 12:15:00,Manor (TX),Stray,Normal,Dog,Intact Male,731,Mixed Breed,Light,2020-03-03 18:59:00,2018-03-01 00:00:00,Intact Male,733,0.0,White,Miniature Poodle Mix,0.11655011655011654,1,1,"(730.0, 731.0]",0
A814505,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Female,82,Pure Breed,Dark,2020-03-05 17:02:00,2019-12-10 00:00:00,Spayed Female,86,0.0,Black,Domestic Shorthair,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814504,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Male,82,Pure Breed,Dark,2020-03-03 17:51:00,2019-12-10 00:00:00,Intact Male,84,0.0,Brown Tabby,Domestic Shorthair,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814503,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Male,82,Pure Breed,Dark,2020-03-03 17:52:00,2019-12-10 00:00:00,Intact Male,84,0.0,Brown Tabby,Domestic Shorthair,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814502,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Female,82,Pure Breed,Light,2020-03-05 16:43:00,2019-12-10 00:00:00,Spayed Female,86,0.0,Blue Tabby/White,Domestic Shorthair,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814501,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,182,Pure Breed,Light,2020-03-05 10:58:00,2019-09-01 00:00:00,Unknown,186,0.0,Orange Tabby/White,Domestic Shorthair,0.11655011655011654,0,1,"(155.0, 365.0]",0
A814500,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,182,Pure Breed,Light,2020-03-05 10:58:00,2019-09-01 00:00:00,Unknown,186,0.0,Cream Tabby,Domestic Shorthair,0.11655011655011654,0,1,"(155.0, 365.0]",0
A814499,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,182,Pure Breed,Light,2020-03-05 10:58:00,2019-09-01 00:00:00,Unknown,186,0.0,Orange Tabby,Domestic Medium Hair,0.11655011655011654,0,1,"(155.0, 365.0]",0
A814498,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,182,Pure Breed,Light,2020-03-05 14:51:00,2019-09-01 00:00:00,Unknown,186,0.0,Cream Tabby/White,Domestic Longhair,0.11655011655011654,0,1,"(155.0, 365.0]",0
A814497,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Unknown,182,Pure Breed,Light,2020-03-05 14:51:00,2019-09-01 00:00:00,Unknown,186,0.0,Cream Tabby,Domestic Shorthair,0.11655011655011654,0,1,"(155.0, 365.0]",0
A814496,No,2020-03-01 11:24:00,Leander (TX),Stray,Normal,Cat,Intact Female,182,Pure Breed,Light,2020-03-05 14:53:00,2019-09-01 00:00:00,Intact Female,186,0.0,Calico,Domestic Shorthair,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814494,Yes,2020-03-01 11:38:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,152,Mixed Breed,Dark,2020-03-15 12:42:00,2019-10-01 00:00:00,Spayed Female,166,0.0,Black/Brown,German Shepherd Mix,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814493,No,2020-03-01 11:05:00,Austin (TX),Stray,Normal,Cat,Unknown,731,Mixed Breed,Dark,2020-03-05 14:53:00,2018-03-01 00:00:00,Unknown,735,0.0,Black,Domestic Shorthair Mix,0.11655011655011654,0,1,"(730.0, 731.0]",0
A814492,Yes,2020-03-01 11:04:00,Leander (TX),Stray,Normal,Dog,Intact Male,151,Mixed Breed,Dark,2020-03-02 11:23:00,2019-10-02 00:00:00,Intact Male,152,0.0,Brown/Black,German Shepherd Mix,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814489,No,2020-03-01 10:38:00,Austin (TX),Stray,Injured,Dog,Intact Male,1827,Pure Breed,Light,2020-03-04 16:29:00,2015-03-01 00:00:00,Intact Male,1830,1.0,White,Miniature Poodle,0.7042253521126761,1,1,"(1654.2, 5478.0]",1
A814487,No,2020-03-01 10:33:00,Austin (TX),Wildlife,Normal,Bat,Unknown,731,Pure Breed,Dark,2020-03-01 19:16:00,2018-03-01 00:00:00,Unknown,731,1.0,Brown,Bat,0.11655011655011654,0,0,"(730.0, 731.0]",0
A814486,Yes,2020-03-01 08:14:00,Austin (TX),Stray,Normal,Dog,Intact Male,1096,Mixed Breed,Dark,2020-03-12 12:11:00,2017-03-01 00:00:00,Neutered Male,1107,0.0,Black/Brown,German Shepherd Mix,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A814480,No,2020-02-29 20:05:00,Austin (TX),Wildlife,Normal,Bat,Unknown,730,Pure Breed,Dark,2020-03-01 19:07:00,2018-03-01 00:00:00,Unknown,731,1.0,Brown/Brown,Bat,0.11655011655011654,0,0,"(366.0, 730.0]",0
A814476,Yes,2020-03-08 15:02:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,223,Pure Breed,Dark,2020-03-10 19:03:00,2019-07-29 00:00:00,Neutered Male,225,0.0,Black/White,Labrador Retriever,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814475,Yes,2020-02-29 16:36:00,Austin (TX),Stray,Normal,Dog,Intact Male,215,Pure Breed,Dark,2020-03-08 16:38:00,2019-07-29 00:00:00,Neutered Male,223,0.0,Black/White,Labrador Retriever,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814473,No,2020-02-29 16:22:00,Austin (TX),Wildlife,Normal,Bat,Unknown,730,Pure Breed,Dark,2020-03-01 18:57:00,2018-03-01 00:00:00,Unknown,731,1.0,Brown/Black,Bat,0.11655011655011654,0,0,"(366.0, 730.0]",0
A814472,No,2020-02-29 20:40:00,Austin (TX),Wildlife,Normal,Bat,Unknown,730,Pure Breed,Dark,2020-03-01 19:14:00,2018-03-01 00:00:00,Unknown,731,1.0,Brown/Brown,Bat,0.11655011655011654,0,0,"(366.0, 730.0]",0
A814471,No,2020-02-29 20:35:00,Austin (TX),Wildlife,Normal,Bat,Unknown,730,Pure Breed,Dark,2020-03-01 19:12:00,2018-03-01 00:00:00,Unknown,731,1.0,Brown/Brown,Bat,0.11655011655011654,0,0,"(366.0, 730.0]",0
A814470,Yes,2020-02-29 16:08:00,Travis (TX),Stray,Normal,Dog,Neutered Male,3389,Mixed Breed,Dark,2020-02-29 17:21:00,2010-11-19 00:00:00,Neutered Male,3389,0.0,Black/Brown,Manchester Terrier Mix,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814469,Yes,2020-02-29 16:07:00,Austin (TX),Stray,Normal,Dog,Intact Male,730,Pure Breed,Dark,2020-03-05 19:22:00,2018-03-01 00:00:00,Neutered Male,735,0.0,Brown Brindle,Pit Bull,0.11655011655011654,1,1,"(366.0, 730.0]",0
A814467,No,2020-02-29 16:13:00,Austin (TX),Wildlife,Normal,Bat,Unknown,730,Pure Breed,Dark,2020-03-01 18:54:00,2018-03-01 00:00:00,Unknown,731,1.0,Brown/Brown,Bat,0.11655011655011654,0,0,"(366.0, 730.0]",0
A814466,No,2020-02-29 15:55:00,Austin (TX),Stray,Normal,Cat,Intact Male,365,Mixed Breed,Light,2020-03-04 10:34:00,2019-03-01 00:00:00,Intact Male,369,0.0,White/Blue Tabby,Domestic Shorthair Mix,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814465,Yes,2020-02-29 15:59:00,Austin (TX),Public Assist,Normal,Dog,Neutered Male,1401,Pure Breed,Light,2020-03-10 14:16:00,2016-04-29 00:00:00,Neutered Male,1411,0.0,Tan,Beagle/Labrador Retriever,0.11655011655011654,1,1,"(1095.0, 1654.2]",0
A814464,No,2020-02-29 15:54:00,Austin (TX),Wildlife,Sick,Bat,Unknown,730,Pure Breed,Dark,2020-02-29 18:32:00,2018-03-01 00:00:00,Unknown,730,1.0,Brown,Bat,0.7042253521126761,0,0,"(366.0, 730.0]",1
A814463,Yes,2020-02-29 15:23:00,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,638,Pure Breed,Light,2020-03-10 17:26:00,2018-06-01 00:00:00,Neutered Male,648,0.0,White,West Highland,0.11655011655011654,1,1,"(366.0, 730.0]",0
A814462,Yes,2020-02-29 15:07:00,Pflugerville (TX),Stray,Normal,Dog,Intact Female,730,Pure Breed,Light,2020-03-04 16:22:00,2018-03-01 00:00:00,Spayed Female,734,0.0,Tan/Black,Yorkshire Terrier,0.11655011655011654,1,1,"(366.0, 730.0]",0
A814461,Yes,2020-02-29 15:04:00,Austin (TX),Stray,Injured,Dog,Intact Male,168,Pure Breed,Light,2020-03-08 12:19:00,2019-09-14 00:00:00,Intact Male,176,0.0,White/Black,Maltese/Chihuahua Shorthair,0.7042253521126761,1,1,"(155.0, 365.0]",1
A814458,Yes,2020-02-29 14:27:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,92,Mixed Breed,Light,2020-03-03 17:52:00,2019-11-29 00:00:00,Neutered Male,95,0.0,White/Brown Tabby,Domestic Shorthair Mix,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814457,Yes,2020-02-29 14:39:00,Travis (TX),Stray,Normal,Dog,Intact Female,365,Pure Breed,Light,2020-03-01 14:02:00,2019-03-01 00:00:00,Intact Female,366,0.0,Blue/White,Pit Bull,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814456,No,2020-02-29 14:35:00,Austin (TX),Stray,Normal,Cat,Intact Female,4,Mixed Breed,Dark,2020-02-29 16:32:00,2020-02-25 00:00:00,Intact Female,4,0.0,Tortie,Domestic Shorthair Mix,0.11655011655011654,1,1,"(-1.001, 50.4]",0
A814455,No,2020-02-29 14:35:00,Austin (TX),Stray,Normal,Cat,Intact Male,4,Mixed Breed,Light,2020-02-29 16:32:00,2020-02-25 00:00:00,Intact Male,4,0.0,Cream Tabby,Domestic Shorthair Mix,0.11655011655011654,1,1,"(-1.001, 50.4]",0
A814454,No,2020-02-29 14:35:00,Austin (TX),Stray,Normal,Cat,Intact Male,4,Mixed Breed,Light,2020-02-29 16:31:00,2020-02-25 00:00:00,Intact Male,4,0.0,Cream Tabby,Domestic Shorthair Mix,0.11655011655011654,1,1,"(-1.001, 50.4]",0
A814453,No,2020-02-29 14:27:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,92,Mixed Breed,Dark,2020-03-01 14:28:00,2019-11-29 00:00:00,Spayed Female,93,0.0,Brown Tabby/White,Domestic Shorthair Mix,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814452,Yes,2020-02-29 14:27:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,92,Mixed Breed,Dark,2020-03-06 19:17:00,2019-11-29 00:00:00,Neutered Male,98,0.0,Black/White,Domestic Shorthair Mix,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814451,Yes,2020-02-29 14:24:00,Austin (TX),Stray,Normal,Dog,Intact Male,365,Pure Breed,Dark,2020-03-12 12:11:00,2019-03-01 00:00:00,Neutered Male,377,0.0,Black/Red,Black/Tan Hound/Doberman Pinsch,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814450,Yes,2020-02-29 14:10:00,Travis (TX),Stray,Aged,Dog,Intact Male,5113,Pure Breed,Dark,2020-02-29 17:12:00,2006-03-01 00:00:00,Intact Male,5113,0.0,Brown/Black,Yorkshire Terrier,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814449,No,2020-02-29 14:04:00,Austin (TX),Stray,Normal,Dog,Intact Male,123,Mixed Breed,Dark,2020-03-06 16:17:00,2019-10-29 00:00:00,Neutered Male,129,0.0,Black/White,Pit Bull Mix,0.11655011655011654,1,1,"(76.0, 155.0]",0
A814448,No,2020-02-29 13:53:00,Austin (TX),Stray,Normal,Dog,Intact Female,184,Mixed Breed,Dark,2020-03-06 18:28:00,2019-08-29 00:00:00,Spayed Female,190,0.0,Brown/White,Beagle Mix,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814447,No,2020-02-29 13:51:00,Austin (TX),Stray,Injured,Cat,Intact Male,1826,Pure Breed,Dark,2020-03-04 10:35:00,2015-03-01 00:00:00,Intact Male,1830,0.0,Black,Domestic Shorthair,0.7042253521126761,1,1,"(1654.2, 5478.0]",1
A814446,No,2020-02-29 13:31:00,Austin (TX),Stray,Normal,Cat,Unknown,365,Mixed Breed,Dark,2020-03-04 10:36:00,2019-03-01 00:00:00,Unknown,369,0.0,Black,Domestic Shorthair Mix,0.11655011655011654,0,1,"(155.0, 365.0]",0
A814445,No,2020-02-29 13:15:00,Austin (TX),Stray,Normal,Cat,Intact Male,730,Mixed Breed,Light,2020-03-04 10:40:00,2018-03-01 00:00:00,Intact Male,734,0.0,Blue/White,Domestic Medium Hair Mix,0.11655011655011654,1,1,"(366.0, 730.0]",0
A814444,Yes,2020-02-29 13:17:00,Manor (TX),Stray,Aged,Dog,Spayed Female,5478,Pure Breed,Light,2020-02-29 15:33:00,2005-03-01 00:00:00,Spayed Female,5478,0.0,Tan,Chihuahua Shorthair,0.11655011655011654,1,1,"(1654.2, 5478.0]",0
A814443,Yes,2020-02-29 13:05:00,Austin (TX),Stray,Normal,Dog,Intact Female,365,Pure Breed,Light,2020-03-07 17:26:00,2019-03-01 00:00:00,Spayed Female,372,0.0,Red,Chihuahua Shorthair,0.11655011655011654,1,1,"(155.0, 365.0]",0
A814441,Yes,2020-02-29 12:32:00,Austin (TX),Owner Surrender,Normal,Other,Intact Male,549,Pure Breed,Light,2020-03-01 15:43:00,2018-08-29 00:00:00,Intact Male,550,0.0,Gray,Guinea Pig,0.11655011655011654,1,0,"(366.0, 730.0]",0
A814440,Yes,2020-02-29 12:32:00,Austin (TX),Owner Surrender,Normal,Other,Intact Male,549,Pure Breed,Light,2020-03-01 15:42:00,2018-08-29 00:00:00,Intact Male,550,0.0,Tan,Guinea Pig,0.11655011655011654,1,0,"(366.0, 730.0]",0
